Name,undergradEnrollment,freshmenFinAidPercent,tuitionFees2013_14,geographicRegion,control,HBCU,Tribal college,degreeUrbanization,perc_AmericanIndianAlaskaNative,perc_Asian,perc_BlackAfricanAmerican,perc_HispanicLatino,perc_NativeHawaiian_OtherPacificIslander,perc_White,perc_MutiRacial,perc_RaceUnknown,perc_NonresidentAlien,perc_Women,perc_FreshmenPellGrants,perc_FreshmenInstGrantAid,numPOC,perc_POC,numWhite,tuition1000Dollar,controlPublic,HBCUYes,geographicRegion_factor,degreeUrbanization_factor
Wiley College,1388,100,11382,Southwest,Private not-for-profit,Yes,No,Town,0,0,85,7,0,2,0,0,5,56,85,88,1276.9599999999998,91.99999999999999,27.76,11.382,0,1,Southwest,Town
Brigham Young University-Provo,27765,67,4850,Rocky Mountains,Private not-for-profit,No,No,City,0,2,0,6,1,83,3,1,3,46,17,42,2498.85,9,23044.949999999997,4.85,0,0,Rocky Mountains,City
Brigham Young University-Hawaii,2882,78,4770,Far West,Private not-for-profit,No,No,Town,0,5,0,5,7,34,8,0,40,56,22,57,489.94000000000005,17,979.8800000000001,4.77,0,0,Far West,Town
Dixie State University,8350,87,4291,Rocky Mountains,Public,No,No,City,1,1,2,8,1,80,2,2,2,53,48,16,1085.5,13,6680,4.291,1,0,Rocky Mountains,City
Southern Utah University,7017,88,5924,Rocky Mountains,Public,No,No,Town,2,1,1,4,1,81,1,3,5,55,36,61,631.53,9,5683.77,5.924,1,0,Rocky Mountains,Town
Stevens-Henager College-Ogden,320,96,16100,Rocky Mountains,Private not-for-profit,No,No,Suburb,0,0,3,7,0,91,0,0,0,60,76,68,32,10,291.2,16.1,0,0,Rocky Mountains,Suburb
Stevens-Henager College of Business-Provo,351,100,16972,Rocky Mountains,Private not-for-profit,No,No,City,2,1,2,10,3,82,0,0,0,54,93,93,63.18000000000001,18.000000000000004,287.82,16.972,0,0,Rocky Mountains,City
Utah State University,24385,81,6030,Rocky Mountains,Public,No,No,City,2,1,1,5,0,76,2,11,2,54,31,51,2194.65,9.000000000000002,18532.6,6.03,1,0,Rocky Mountains,City
Utah Valley University,30370,74,5086,Rocky Mountains,Public,No,No,City,1,1,1,10,1,80,2,2,2,44,40,33,4251.8,14.000000000000002,24296,5.086,1,0,Rocky Mountains,City
University of Utah,24492,64,7457,Rocky Mountains,Public,No,No,City,1,5,1,9,1,70,3,3,7,45,24,35,4163.64,17,17144.399999999998,7.457,1,0,Rocky Mountains,City
Weber State University,24498,82,4990,Rocky Mountains,Public,No,No,City,0,1,1,9,0,53,1,32,2,53,39,49,2694.78,11.000000000000002,12983.94,4.99,1,0,Rocky Mountains,City
Westminster College,2295,96,29500,Rocky Mountains,Private not-for-profit,No,No,City,1,3,1,10,0,68,2,9,6,55,27,95,344.25000000000006,15.000000000000002,1560.6000000000001,29.5,0,0,Rocky Mountains,City
Bennington College,619,95,45080,New England,Private not-for-profit,No,No,Town,2,3,2,5,0,76,2,4,7,65,19,94,74.28,12,470.44,45.08,0,0,New England,Town
Burlington College,220,86,22885,New England,Private not-for-profit,No,No,City,0,0,1,5,0,70,0,21,1,48,50,78,13.200000000000001,6.000000000000001,154,22.885,0,0,New England,City
Castleton State College,2068,90,10286,New England,Public,No,No,Town,1,1,1,2,0,85,1,8,1,52,34,37,103.4,5,1757.8,10.286,1,0,New England,Town
Champlain College,2898,93,31350,New England,Private not-for-profit,No,No,City,0,1,3,4,0,71,2,18,1,40,25,92,231.84,8,2057.58,31.35,0,0,New England,City
Goddard College,209,57,14930,New England,Private not-for-profit,No,No,Rural,0,1,2,6,0,74,2,15,0,65,57,43,18.81,9,154.66,14.93,0,0,New England,Rural
Green Mountain College,590,98,32192,New England,Private not-for-profit,No,No,Rural,1,2,6,2,0,62,2,21,4,55,41,96,64.9,11.000000000000002,365.8,32.192,0,0,New England,Rural
Johnson State College,1486,92,10286,New England,Public,No,No,Rural,1,1,2,3,0,84,2,7,0,64,48,69,104.02000000000001,7.000000000000001,1248.24,10.286,1,0,New England,Rural
Lyndon State College,1415,96,10286,New England,Public,No,No,Town,1,1,3,4,0,83,2,6,1,44,47,65,127.35,9,1174.45,10.286,1,0,New England,Town
Marlboro College,260,98,38110,New England,Private not-for-profit,No,No,Rural,0,3,0,1,0,65,3,27,0,49,23,94,10.4,4,169,38.11,0,0,New England,Rural
Middlebury College,2495,45,45314,New England,Private not-for-profit,No,No,Town,0,6,3,7,0,66,4,2,11,51,12,42,399.2,16,1646.7,45.314,0,0,New England,Town
Norwich University,2456,100,33371,New England,Private not-for-profit,No,No,Town,2,3,3,6,0,81,2,3,1,28,28,98,343.84000000000003,14.000000000000002,1989.3600000000001,33.371,0,0,New England,Town
Saint Michael's College,1998,99,39015,New England,Private not-for-profit,No,No,Suburb,0,2,2,4,0,85,2,1,4,55,22,98,159.84,8,1698.3,39.015,0,0,New England,Suburb
College of St Joseph,176,96,21100,New England,Private not-for-profit,No,No,Town,0,1,21,1,1,77,0,0,0,52,75,96,42.24,24.000000000000004,135.52,21.1,0,0,New England,Town
Southern Vermont College,480,99,22000,New England,Private not-for-profit,No,No,Rural,0,1,9,9,0,63,1,17,1,62,46,99,91.2,19,302.4,22,0,0,New England,Rural
Sterling College,116,100,29894,New England,Private not-for-profit,No,No,Rural,0,1,1,3,21,61,3,11,0,48,63,94,30.16,26,70.76,29.894,0,0,New England,Rural
Vermont Technical College,1543,94,12494,New England,Public,No,No,Rural,1,1,1,1,0,89,3,1,2,42,50,53,61.72,4,1373.27,12.494,1,0,New England,Rural
University of Vermont,10912,94,15718,New England,Public,No,No,City,0,2,1,4,0,83,3,4,2,56,20,90,763.84,7.000000000000001,9056.96,15.718,1,0,New England,City
Averett University,877,100,27500,Southeast,Private not-for-profit,No,No,Town,1,1,24,4,0,62,0,0,7,50,53,100,263.09999999999997,29.999999999999993,543.74,27.5,0,0,Southeast,Town
Bluefield College,837,100,22390,Southeast,Private not-for-profit,No,No,Town,0,0,22,3,0,67,3,3,2,55,50,100,209.25,25,560.7900000000001,22.39,0,0,Southeast,Town
Bridgewater College,1848,100,29090,Southeast,Private not-for-profit,No,No,Suburb,0,1,9,3,0,79,4,3,1,55,30,99,240.24,13,1459.92,29.09,0,0,Southeast,Suburb
College of William and Mary,6271,53,15463,Southeast,Public,No,No,Suburb,0,7,7,9,0,60,5,8,4,55,11,30,1442.3300000000002,23.000000000000004,3762.6,15.463,1,0,Southeast,Suburb
Regent University,2400,100,15838,Southeast,Private not-for-profit,No,No,City,1,2,21,7,0,63,3,2,1,61,41,94,744,31,1512,15.838,0,0,Southeast,City
Christopher Newport University,5094,75,11092,Southeast,Public,No,No,City,0,2,8,5,0,75,5,4,0,57,15,37,764.1000000000001,15.000000000000002,3820.5,11.092,1,0,Southeast,City
Emory & Henry College,936,100,28966,Southeast,Private not-for-profit,No,No,Rural,1,0,10,2,0,78,2,5,1,48,40,100,121.68,13,730.08,28.966,0,0,Southeast,Rural
Eastern Mennonite University,1184,99,29350,Southeast,Private not-for-profit,No,No,City,0,2,6,7,0,77,2,3,3,65,34,99,177.60000000000002,15.000000000000002,911.6800000000001,29.35,0,0,Southeast,City
Ferrum College,1512,100,28585,Southeast,Private not-for-profit,No,No,Rural,0,0,32,5,0,52,5,4,1,43,63,100,559.4399999999999,36.99999999999999,786.24,28.585,0,0,Southeast,Rural
George Mason University,21990,66,9908,Southeast,Public,No,No,Suburb,0,18,10,11,0,46,5,6,4,52,24,16,8576.1,39,10115.4,9.908,1,0,Southeast,Suburb
Hampden-Sydney College,1070,100,37352,Southeast,Private not-for-profit,No,No,Rural,1,2,8,2,0,81,5,1,0,0,24,99,139.1,13,866.7,37.352,0,0,Southeast,Rural
Hampton University,3742,90,20724,Southeast,Private not-for-profit,Yes,No,City,0,1,92,1,0,4,0,0,1,64,40,45,3517.48,94,149.68,20.724,0,1,Southeast,City
Hollins University,580,100,33320,Southeast,Private not-for-profit,No,No,Suburb,0,3,10,6,0,71,3,3,5,99,34,100,110.2,19,411.79999999999995,33.32,0,0,Southeast,Suburb
James Madison University,18431,60,9176,Southeast,Public,No,No,City,0,4,4,5,0,79,3,3,2,59,12,16,2396.03,13,14560.49,9.176,1,0,Southeast,City
Liberty University,47464,95,20768,Southeast,Private not-for-profit,No,No,City,0,1,15,2,0,48,2,28,3,59,40,80,8543.52,18.000000000000004,22782.719999999998,20.768,0,0,Southeast,City
Longwood University,4497,69,11340,Southeast,Public,No,No,Town,0,1,8,5,0,78,3,4,1,66,23,24,629.58,14.000000000000002,3507.6600000000003,11.34,1,0,Southeast,Town
Lynchburg College,2178,100,33565,Southeast,Private not-for-profit,No,No,City,0,1,11,4,0,77,3,3,1,60,33,99,348.48,16,1677.06,33.565,0,0,Southeast,City
Mary Baldwin College,1441,100,28720,Southeast,Private not-for-profit,No,No,City,1,4,24,6,0,56,3,6,0,94,57,100,504.34999999999997,35,806.96,28.72,0,0,Southeast,City
University of Mary Washington,4383,68,9720,Southeast,Public,No,No,Suburb,0,4,6,7,0,65,4,12,1,64,14,33,745.11,17,2848.9500000000003,9.72,1,0,Southeast,Suburb
Marymount University,2396,95,26430,Southeast,Private not-for-profit,No,No,City,0,9,15,15,1,43,3,5,9,68,29,94,958.4000000000001,40,1030.28,26.43,0,0,Southeast,City
Norfolk State University,6021,97,7126,Southeast,Public,Yes,No,City,0,1,84,3,0,5,3,4,0,64,66,31,5298.4800000000005,88.00000000000001,301.05,7.126,1,1,Southeast,City
Old Dominion University,19819,82,8550,Southeast,Public,No,No,City,0,4,26,7,0,52,5,4,1,54,37,33,7333.03,37,10305.880000000001,8.55,1,0,Southeast,City
Radford University,8913,75,8976,Southeast,Public,No,No,City,0,1,10,5,0,78,4,1,1,56,26,19,1426.08,16,6952.14,8.976,1,0,Southeast,City
Randolph-Macon College,1315,100,34850,Southeast,Private not-for-profit,No,No,Suburb,0,2,10,4,0,77,3,1,3,53,26,100,210.4,16,1012.5500000000001,34.85,0,0,Southeast,Suburb
Randolph College,665,100,32850,Southeast,Private not-for-profit,No,No,City,1,2,9,6,0,69,3,0,11,64,33,100,119.69999999999999,18,458.84999999999997,32.85,0,0,Southeast,City
University of Richmond,3215,63,45320,Southeast,Private not-for-profit,No,No,City,0,5,7,7,0,57,3,9,11,53,16,52,610.85,19,1832.55,45.32,0,0,Southeast,City
Roanoke College,2029,100,36597,Southeast,Private not-for-profit,No,No,Suburb,0,1,5,3,0,84,4,0,2,59,24,97,182.60999999999999,9,1704.36,36.597,0,0,Southeast,Suburb
Shenandoah University,2150,100,29934,Southeast,Private not-for-profit,No,No,City,2,5,13,6,0,66,0,4,4,61,27,99,559,26,1419,29.934,0,0,Southeast,City
Southern Virginia University,662,100,18900,Southeast,Private not-for-profit,No,No,Town,3,2,4,2,2,86,0,0,1,53,39,100,86.06,13,569.3199999999999,18.9,0,0,Southeast,Town
Sweet Briar College,703,100,33605,Southeast,Private not-for-profit,No,No,Suburb,1,2,9,7,0,74,2,1,3,98,38,99,133.57,19,520.22,33.605,0,0,Southeast,Suburb
The University of Virginia's College at Wise,2291,93,8509,Southeast,Public,No,No,Town,0,1,9,2,0,80,0,8,0,58,55,80,274.92,12.000000000000002,1832.8000000000002,8.509,1,0,Southeast,Town
Virginia Intermont College,378,90,24642,Southeast,Private not-for-profit,No,No,City,1,1,10,3,0,78,1,4,3,66,46,89,56.70000000000001,15.000000000000002,294.84000000000003,24.642,0,0,Southeast,City
Virginia Polytechnic Institute and State University,24034,73,11455,Southeast,Public,No,No,City,0,8,3,5,0,72,4,3,4,41,15,37,3845.44,16,17304.48,11.455,1,0,Southeast,City
Virginia Commonwealth University,23356,79,12002,Southeast,Public,No,No,City,0,12,18,7,0,51,4,4,4,57,29,43,8641.72,37,11911.56,12.002,1,0,Southeast,City
University of Virginia-Main Campus,16087,54,12668,Southeast,Public,No,No,City,0,12,6,5,0,61,4,5,6,56,11,26,3700.0099999999998,23,9813.07,12.668,1,0,Southeast,City
Virginia Military Institute,1675,82,14404,Southeast,Public,No,No,Town,0,5,4,4,1,83,2,0,0,11,13,65,234.50000000000003,14.000000000000002,1390.25,14.404,1,0,Southeast,Town
Virginia State University,5073,92,7784,Southeast,Public,Yes,No,Suburb,0,0,85,2,0,3,0,10,0,60,67,62,4413.51,87,152.19,7.784,1,1,Southeast,Suburb
Virginia Union University,1359,99,15130,Southeast,Private not-for-profit,Yes,No,City,0,0,95,1,0,1,1,1,1,55,73,66,1304.6399999999999,95.99999999999999,13.59,15.13,0,1,Southeast,City
Virginia Wesleyan College,1459,98,32482,Southeast,Private not-for-profit,No,No,City,1,1,23,6,0,58,7,3,1,61,40,97,452.29,31,846.2199999999999,32.482,0,0,Southeast,City
Washington and Lee University,1855,63,44507,Southeast,Private not-for-profit,No,No,Town,0,4,2,3,0,83,2,2,3,50,10,49,166.95,9,1539.6499999999999,44.507,0,0,Southeast,Town
Central Washington University,10423,85,8976,Far West,Public,No,No,Town,0,5,3,12,0,64,5,9,0,50,36,59,2084.6,20,6670.72,8.976,1,0,Far West,Town
City University of Seattle,1272,64,14880,Far West,Private not-for-profit,No,No,City,1,3,4,7,1,41,0,26,16,53,45,0,203.52000000000004,16.000000000000004,521.52,14.88,0,0,Far West,City
Eastern Washington University,11678,88,7961,Far West,Public,No,No,Town,1,3,4,12,0,66,4,7,3,54,43,45,2335.6,20,7707.4800000000005,7.961,1,0,Far West,Town
The Evergreen State College,4087,85,8574,Far West,Public,No,No,Suburb,2,2,5,7,0,66,7,9,0,53,32,73,653.92,16,2697.42,8.574,1,0,Far West,Suburb
Gonzaga University,4896,99,35062,Far West,Private not-for-profit,No,No,City,1,4,1,8,0,73,6,4,3,54,15,98,685.44,14.000000000000002,3574.08,35.062,0,0,Far West,City
Heritage University,876,100,17744,Far West,Private not-for-profit,No,No,Rural,8,1,1,57,0,25,2,5,0,77,95,91,586.92,67,219,17.744,0,0,Far West,Rural
Trinity Lutheran College,194,100,27042,Far West,Private not-for-profit,No,No,City,1,6,14,16,2,54,0,1,6,53,41,100,75.66,38.99999999999999,104.76,27.042,0,0,Far West,City
Northwest University,1438,99,25934,Far West,Private not-for-profit,No,No,Suburb,1,5,3,8,1,73,3,4,3,59,57,93,258.84,18,1049.74,25.934,0,0,Far West,Suburb
Pacific Lutheran University,3142,99,34740,Far West,Private not-for-profit,No,No,Suburb,1,6,3,7,1,70,7,1,5,62,29,98,565.56,18,2199.3999999999996,34.74,0,0,Far West,Suburb
University of Puget Sound,2544,97,41868,Far West,Private not-for-profit,No,No,City,0,7,1,7,0,75,9,1,0,57,16,95,381.6000000000001,15.000000000000002,1908,41.868,0,0,Far West,City
Saint Martin's University,1428,95,30284,Far West,Private not-for-profit,No,No,Suburb,1,6,6,11,2,54,8,6,6,51,39,95,371.28000000000003,26,771.12,30.284,0,0,Far West,Suburb
Seattle Pacific University,3366,97,33813,Far West,Private not-for-profit,No,No,City,0,10,4,8,0,65,8,2,2,66,32,96,740.5200000000001,22.000000000000004,2187.9,33.813,0,0,Far West,City
Seattle University,4608,96,36465,Far West,Private not-for-profit,No,No,City,1,16,3,9,1,47,7,6,10,58,19,94,1382.4,30.000000000000004,2165.7599999999998,36.465,0,0,Far West,City
Walla Walla University,1686,100,25377,Far West,Private not-for-profit,No,No,Suburb,1,5,2,12,0,73,0,4,2,50,30,99,337.20000000000005,20.000000000000004,1230.78,25.377,0,0,Far West,Suburb
Washington State University,23070,79,12327,Far West,Public,No,No,Town,1,5,3,11,0,66,7,2,4,51,32,49,4614,20,15226.2,12.327,1,0,Far West,Town
University of Washington-Seattle Campus,29756,55,12397,Far West,Public,No,No,City,1,24,3,7,0,44,5,3,14,52,22,31,10414.6,35,13092.64,12.397,1,0,Far West,City
Western Washington University,14026,73,8863,Far West,Public,No,No,City,0,6,2,7,0,75,8,1,1,55,23,36,2103.9,15,10519.5,8.863,1,0,Far West,City
Whitman College,1541,91,43500,Far West,Private not-for-profit,No,No,City,0,6,1,8,0,72,4,4,4,57,9,83,231.14999999999998,15,1109.52,43.5,0,0,Far West,City
Whitworth University,2358,98,36012,Far West,Private not-for-profit,No,No,Suburb,1,3,1,8,0,78,5,1,2,60,22,97,306.54,13,1839.24,36.012,0,0,Far West,Suburb
Alderson Broaddus University,1052,100,22740,Southeast,Private not-for-profit,No,No,Town,1,1,16,4,0,74,1,0,3,48,51,100,231.44,22,778.48,22.74,0,0,Southeast,Town
Bethany College,693,100,25736,Southeast,Private not-for-profit,No,No,Rural,0,0,20,3,0,58,2,15,1,44,51,98,159.39000000000001,23,401.94,25.736,0,0,Southeast,Rural
Bluefield State College,1747,95,5564,Southeast,Public,Yes,No,Town,0,0,10,1,0,85,0,0,2,62,63,34,192.17,10.999999999999998,1484.95,5.564,1,1,Southeast,Town
University of Charleston,1386,100,19650,Southeast,Private not-for-profit,No,No,City,1,1,12,2,0,64,1,11,8,58,43,100,221.75999999999996,15.999999999999998,887.04,19.65,0,0,Southeast,City
Concord University,2505,98,6160,Southeast,Public,No,No,Town,0,1,6,1,0,87,0,0,4,57,50,61,200.39999999999998,7.999999999999999,2179.35,6.16,1,0,Southeast,Town
Davis & Elkins College,874,100,24992,Southeast,Private not-for-profit,No,No,Town,1,0,4,0,0,64,0,17,13,54,47,100,43.7,5,559.36,24.992,0,0,Southeast,Town
Fairmont State University,3966,93,5824,Southeast,Public,No,No,Town,0,0,5,2,0,86,2,1,2,55,49,22,277.62,7.000000000000001,3410.7599999999998,5.824,1,0,Southeast,Town
Glenville State College,1850,96,6384,Southeast,Public,No,No,Town,0,0,13,1,0,82,1,2,0,43,64,55,259,14.000000000000002,1517,6.384,1,0,Southeast,Town
Marshall University,9756,94,6216,Southeast,Public,No,No,City,0,1,6,2,0,84,2,4,1,56,47,58,878.04,9,8195.039999999999,6.216,1,0,Southeast,City
Ohio Valley University,410,99,18750,Southeast,Private not-for-profit,No,No,City,0,1,7,3,0,73,2,7,8,46,46,99,45.1,11,299.3,18.75,0,0,Southeast,City
West Virginia University at Parkersburg,3461,35,2712,Southeast,Public,No,No,Suburb,0,0,2,1,0,93,3,1,0,61,29,5,103.83,3,3218.73,2.712,1,0,Southeast,Suburb
Shepherd University,3990,91,6256,Southeast,Public,No,No,Town,1,2,8,3,0,83,0,3,0,57,36,33,558.6,14.000000000000002,3311.7,6.256,1,0,Southeast,Town
West Virginia State University,2622,87,5932,Southeast,Public,Yes,No,Suburb,0,0,10,1,0,43,0,45,0,55,53,15,288.42,11,1127.46,5.932,1,1,Southeast,Suburb
West Liberty University,2660,97,6226,Southeast,Public,No,No,Rural,0,1,5,1,0,90,1,1,2,60,50,36,186.20000000000002,7.000000000000001,2394,6.226,1,0,Southeast,Rural
West Virginia University Institute of Technology,1222,96,5808,Southeast,Public,No,No,Rural,0,2,7,5,0,77,2,2,5,38,55,59,171.08,14.000000000000002,940.94,5.808,1,0,Southeast,Rural
West Virginia Wesleyan College,1367,100,26794,Southeast,Private not-for-profit,No,No,Town,0,0,9,2,0,80,2,1,5,53,40,100,150.37,11,1093.6000000000001,26.794,0,0,Southeast,Town
West Virginia University,22757,89,6456,Southeast,Public,No,No,City,0,2,4,3,0,83,3,0,4,46,26,60,2048.13,9.000000000000002,18888.309999999998,6.456,1,0,Southeast,City
Wheeling Jesuit University,1180,100,27830,Southeast,Private not-for-profit,No,No,City,0,1,5,2,0,80,0,8,3,55,26,97,94.4,8,944,27.83,0,0,Southeast,City
Alverno College,1862,100,23231,Great Lakes,Private not-for-profit,No,No,City,1,5,18,18,0,54,3,0,2,100,71,100,782.04,42,1005.48,23.231,0,0,Great Lakes,City
Beloit College,1306,96,41250,Great Lakes,Private not-for-profit,No,No,City,0,2,4,8,0,71,3,2,9,59,18,95,182.84,14.000000000000002,927.26,41.25,0,0,Great Lakes,City
Cardinal Stritch University,2693,100,25450,Great Lakes,Private not-for-profit,No,No,Suburb,0,2,25,8,0,58,2,3,2,65,45,100,942.5500000000001,35,1561.9399999999998,25.45,0,0,Great Lakes,Suburb
Carroll University,3119,100,27724,Great Lakes,Private not-for-profit,No,No,City,0,2,1,6,0,86,2,1,2,65,29,99,280.71,9,2682.34,27.724,0,0,Great Lakes,City
Carthage College,2902,100,34850,Great Lakes,Private not-for-profit,No,No,Suburb,0,1,5,4,0,76,2,12,0,54,28,99,290.2,10,2205.52,34.85,0,0,Great Lakes,Suburb
Concordia University-Wisconsin,4363,99,25160,Great Lakes,Private not-for-profit,No,No,Suburb,1,2,17,3,0,68,3,4,2,66,28,98,1003.49,23,2966.84,25.16,0,0,Great Lakes,Suburb
Edgewood College,1998,100,24666,Great Lakes,Private not-for-profit,No,No,City,0,2,3,5,0,80,3,3,4,69,34,99,199.8,10,1598.4,24.666,0,0,Great Lakes,City
Lakeland College,2972,99,22950,Great Lakes,Private not-for-profit,No,No,Rural,1,2,5,4,0,81,1,3,3,56,49,98,356.64,12,2407.32,22.95,0,0,Great Lakes,Rural
Lawrence University,1553,99,41226,Great Lakes,Private not-for-profit,No,No,City,1,4,3,5,1,72,4,1,11,56,25,99,217.42000000000002,14.000000000000002,1118.1599999999999,41.226,0,0,Great Lakes,City
Maranatha Baptist University,946,81,13120,Great Lakes,Private not-for-profit,No,No,Town,0,1,2,2,0,68,3,24,1,54,50,52,47.300000000000004,5,643.2800000000001,13.12,0,0,Great Lakes,Town
Marian University,1688,100,24650,Great Lakes,Private not-for-profit,No,No,City,1,1,6,4,0,84,0,1,2,71,43,99,202.56,12,1417.9199999999998,24.65,0,0,Great Lakes,City
Marquette University,8365,100,34640,Great Lakes,Private not-for-profit,No,No,City,0,5,5,9,0,74,3,1,4,52,17,100,1589.35,19,6190.1,34.64,0,0,Great Lakes,City
Milwaukee School of Engineering,2459,97,34470,Great Lakes,Private not-for-profit,No,No,City,0,3,3,5,0,74,1,6,8,23,27,97,270.49,11,1819.66,34.47,0,0,Great Lakes,City
Mount Mary University,926,100,25098,Great Lakes,Private not-for-profit,No,No,City,0,6,21,14,0,54,3,2,0,98,62,100,379.66,41,500.04,25.098,0,0,Great Lakes,City
Northland International University,261,100,13380,Great Lakes,Private not-for-profit,No,No,Rural,0,1,2,0,3,63,0,29,2,49,69,100,15.66,6,164.43,13.38,0,0,Great Lakes,Rural
Northland College,552,100,29990,Great Lakes,Private not-for-profit,No,No,Town,2,1,1,5,0,78,3,11,1,52,47,100,49.68,9,430.56,29.99,0,0,Great Lakes,Town
Ripon College,904,100,31604,Great Lakes,Private not-for-profit,No,No,Town,0,2,2,6,0,83,1,2,4,53,36,95,90.4,10,750.3199999999999,31.604,0,0,Great Lakes,Town
Saint Norbert College,2160,99,31866,Great Lakes,Private not-for-profit,No,No,Suburb,1,1,1,3,0,90,2,0,3,59,22,99,129.6,6,1944,31.866,0,0,Great Lakes,Suburb
Silver Lake College of the Holy Family,501,100,23180,Great Lakes,Private not-for-profit,No,No,Town,1,1,7,4,0,68,2,15,2,67,57,100,65.13,13,340.68,23.18,0,0,Great Lakes,Town
Viterbo University,2079,99,23330,Great Lakes,Private not-for-profit,No,No,City,0,2,2,2,0,91,2,1,1,73,28,99,124.74,6,1891.89,23.33,0,0,Great Lakes,City
University of Wisconsin-Whitewater,10864,80,7578,Great Lakes,Public,No,No,Town,0,2,5,4,0,86,2,0,1,51,29,15,1195.0400000000002,11.000000000000002,9343.039999999999,7.578,1,0,Great Lakes,Town
